StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Verify,QID1_1,QID1_2,QID1_3,QID1_4,QID1_5,Programming Skills_1,Programming Skills_2,Programming Skills_3,Python_1,Python_2,Python_3,Values_1,Values_2,Values_3,SJ & Community_1,Q28,SJ & Community,Community_1,Community_2,Community_3,TA_1,TA_2,TA_3,TA_4,Goals,Career Opportunities_1,Career Opportunities_2,Career Opportunities_3,Q30,Gee_1,Gee_2,Gee_3,McAlpine_1,McAlpine_2,McAlpine_3,McAlpine_4,McAlpine_5,Crenshaw,Crenshaw,Crenshaw,Any last thoughts?_1,Any last thoughts?_2,Why recommend,Open,SC0
2022-08-23 16:54:18,2022-08-23 18:02:53,IP Address,152.9.23.144,100,4114,True,2022-08-23 18:02:53,R_3Du9WGG0Yl5kIbI,,,,,35.9806,-78.8426,anonymous,EN,HB15,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Very often,Sometimes,Very often,Fairly confident,Very confident,Very confident,Unsure or undecided,Strongly agree,Somewhat agree,Strongly agree,Technology can help my community by leveling the playing field which would be achieved through educating members of my community on certain topics like the health and wellness devices not really being meant for us minorities.,I would like to work on getting more minorities into technology so that we all can have advocates within this field as well as others.,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,to improve my coding skills.,Strongly agree,Somewhat agree,Somewhat agree,"Technology- or software-related certification,Bachelor's degree,Beyond bachelor's degree (such as master's, Ph.D, or other graduate-level)",Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,"a black, middle-class, college-educated female","an innovative, solution-oriented, determined scientist","I understand that there are a lot of things that I do not know, so my capacity to learn is always increasing. Additionally, I am a team player. I will do everything within my scope to help my team achieve a goal or meet a deadline.",Strongly disagree,Strongly disagree,"The instructors and TAs know the content well, and I firmly believe that anyone going through this program will gain valuable skills and network will people who will make difference.",,115
2022-08-23 17:49:55,2022-08-23 18:31:49,IP Address,24.6.34.119,100,2513,True,2022-08-23 18:31:49,R_1lzVzQvPnVTVIh0,,,,,37.7794,-122.2178,anonymous,EN,HB27,Somewhat agree,Unsure or undecided,Strongly agree,Somewhat agree,Unsure or undecided,Sometimes,Sometimes,Sometimes,Very confident,Fairly confident,Fairly confident,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,It can help bring them together and help share ideas easily.,One project I would like to work on in the future is creating a website,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Unsure or undecided,to learn a new skill in programming.,Somewhat agree,Unsure or undecided,Somewhat agree,"Career in technology (or in the tech industry in general),Bachelor's degree",Somewhat agree,Somewhat agree,Somewhat agree,Unsure or undecided,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,chinese male,chinese male who is interested in technology and learning new skills,"willing to learn new things, patient, able to work in a team well",Somewhat disagree,Somewhat disagree,I am likely to recommend Hack the Hood because it is a chance to learn about data science if you are interested in technology.,,103
2022-08-23 14:08:26,2022-08-23 22:33:25,IP Address,71.197.66.42,100,30299,True,2022-08-23 22:33:26,R_1K9izaSDQwW2HOG,,,,,38.6106,-121.2789,anonymous,EN,HB10,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Very often,Very often,Always,Fairly confident,Very confident,Very confident,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,make technology in general more accessible so that more people have ways to learn more info,"racism in technology, when the pOC are targeted  when AI is put in use because the data given is contains ea",Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,to learn more about data science even after program ends,Strongly agree,Strongly agree,Strongly agree,"Beyond bachelor's degree (such as master's, Ph.D, or other graduate-level)",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,disadvantaged in opportunities,intersectional,about my background and what i want to get from the job/my motivations,Strongly disagree,Strongly disagree,-,very helpful i would definitely recommend to my peers,128
2022-08-24 18:14:08,2022-08-24 18:42:05,IP Address,71.202.28.236,100,1676,True,2022-08-24 18:42:05,R_1PYNakNJDsUR5uX,,,,,37.5625,-122.0004,anonymous,EN,HB01,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Very often,Sometimes,Always,Very confident,Very confident,Fairly confident,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"By creating products, software, and websites that tackle specific issues and raise awareness about them. ","I would really like to work on the idea on how to connect low-income households to quality education and healthcare through tech. ",Strongly agree,Strongly agree,Strongly agree,Unsure or undecided,Strongly agree,Strongly agree,Somewhat agree,to learn more about data manipulation with code.,Somewhat agree,Somewhat agree,Strongly agree,"Career in technology (or in the tech industry in general),Tech bootcamp,Bachelor's degree,Beyond bachelor's degree (such as master's, Ph.D, or other graduate-level)",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,low-income,"Pakistani ","dedication to coding, friendliness, communicability, helpful, and curious. ",Strongly agree,Strongly agree,"I learned a lot and enjoyed as well. ",,131
2022-08-24 18:14:09,2022-08-24 19:07:43,IP Address,104.1.88.141,100,3213,True,2022-08-24 19:07:43,R_31zLtxlBHLSVOgf,,,,,37.7771,-122.406,anonymous,EN,HB07,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Very often,Sometimes,Very often,Very confident,Fairly confident,Fairly confident,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Translation software combined with Augmented reality software allows Chinese people to be able to read thing in other languages easily. One notable example is Google Translate where you can use this function.,I would like to work on the machine learning side of translation software.,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Unsure or undecided,To maintain my current Python knowledge while learning more functions.,Strongly agree,Somewhat agree,Strongly agree,"Career in technology (or in the tech industry in general),Bachelor's degree",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,a lower class Chinese cisgender male,a Chinese male college student that aspires to develop games.,I'm very open to trying new things out and working with other people.,Strongly agree,Somewhat agree,I think Build had a very good curriculum for people that have a slight knowledge of programming and ideas were well explained without the need of any former knowledge so that people unfamiliar with Python but had experience with other coding languages could follow along easily.,N/A,124
2022-08-29 11:11:36,2022-08-29 11:34:21,IP Address,152.9.16.94,100,1364,True,2022-08-29 11:34:21,R_2Qi9DF1ofnPWaPT,,,,,35.961,-78.9291,anonymous,EN,HB24,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Very often,Sometimes,Very often,Fairly confident,Fairly confident,Very confident,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Technology can help evolve our community.  Through the right orientation, enlightenment and teaching our community about the various types of tech skills would positively affect the next generation.",Where tech meets Fashion. Diving into Data Science as a Physics major.,Strongly agree,Strongly agree,Strongly agree,Unsure or undecided,Strongly agree,Strongly agree,Strongly agree,to gain at least one skill.,Strongly agree,Somewhat agree,Somewhat agree,Career in technology (or in the tech industry in general),Strongly agree,Strongly agree,Unsure or undecided,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"I am a Male International Grad Student from Nigeria, Africa.",Black Tech guy,"This is my first time learning about data science, it's still baby steps for me but I'm ready to learn as much as I can to set me on the right track.",Strongly agree,Strongly agree,I would recommend Hack the Hood program (I already did) to my friends and classmates because it's one of the best opportunities to develop tech skills.,"I'm grateful for the opportunity, I'm glad I made the decision to apply to this program and the fact that I was picked. God bless. ",132
2022-08-23 11:05:58,2022-08-25 00:32:48,IP Address,67.169.156.185,9,134810,False,2022-09-01 00:32:52,R_3yrx0mJKwWDhWgh,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-23 17:50:49,2022-08-25 09:41:39,IP Address,152.9.161.253,13,143450,False,2022-09-01 09:41:41,R_e3F1wwfrCcf5xE5,,,,,,,anonymous,EN,HB24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-01 16:58:15,2022-09-01 17:17:14,IP Address,98.47.178.78,100,1139,True,2022-09-01 17:17:15,R_3e3TazfxhQTbItJ,,,,,37.3209,-121.9126,anonymous,EN,HB20,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Unsure or undecided,Sometimes,Sometimes,Sometimes,Very confident,Slightly confident,Slightly confident,Unsure or undecided,Unsure or undecided,Unsure or undecided,Strongly agree,"make things more accessible ",data analysis on climate change to find ways to fix it,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,improve in Python,Unsure or undecided,Somewhat agree,Somewhat agree,"Career in technology (or in the tech industry in general),Bachelor's degree",Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,the same as everyone,Ryan Gin,passionate to learn,Strongly disagree,Strongly disagree,I feel like it taught me a lot,,104
2022-09-01 19:14:34,2022-09-01 19:24:53,IP Address,98.51.234.117,100,618,True,2022-09-01 19:24:53,R_3HHTPOFcof5aPCI,,,,,37.7688,-122.262,anonymous,EN,HB11,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Very often,Sometimes,Very often,Very confident,Very confident,Very confident,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Discord or any messaging apps can help connect people within my community.,I would want to continue to develop my machine learning project from the final project.,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,to gain new experience in the data science and machine learning area.,Somewhat agree,Somewhat agree,Somewhat agree,"Career in technology (or in the tech industry in general),Technology- or software-related certification,Tech bootcamp,Bachelor's degree",Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,"an Asian male aspiring to be a computer scientist. ","asian, tech enthusiast, male.","Aspiring computer science who has background in front end coding using html, css, and javascript. I have knowledge in back end languages such as c++, c, and python while working on different data frames such as react and flask. I am continually learning and growing as I have started my exploration into the machine and AI field by learning more about Data Science.",Strongly agree,Strongly agree,Yes because I believe it is an amazing opportunity to gain knowledge in the tech field.,,117
2022-09-01 19:15:35,2022-09-01 19:26:12,IP Address,71.197.66.42,100,636,True,2022-09-01 19:26:12,R_3mlqfn4usy9ODjs,,,,,38.6106,-121.2789,anonymous,EN,HB10,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Very often,Always,Always,Fairly confident,Very confident,Very confident,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I think that access to technology ensures improved economic and social infrastructure for low-income communities.,I would like to create an image recognition model for a tangible issue and put in form of an app,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,to learn more about data science,Strongly agree,Strongly agree,Strongly agree,"Career in technology (or in the tech industry in general),Technology- or software-related certification,Bachelor's degree",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"disadvantaged but advantaged because of the people around me ",intersectional,"my ethnicity, my motivations and values about work",Strongly agree,Strongly agree,because HTH community gives great support to its students,none,139
2022-09-01 19:14:32,2022-09-01 19:28:04,IP Address,128.252.229.131,100,811,True,2022-09-01 19:28:04,R_28UJ9TEhHTGiM1f,,,,,38.6664,-90.322,anonymous,EN,HB22,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Sometimes,Sometimes,Sometimes,Slightly confident,Fairly confident,Slightly confident,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,"In terms of education, technology can provide ways to show people in our communities the different opportunities out there. For example, having a website that provides learning opportunities in tech, health, etc.","A socio-technical discussion that talks more about the intersection between tech and psychology. For example, how we can use tech to better understand different mental disorders. ",Strongly agree,Strongly agree,Strongly agree,Unsure or undecided,Somewhat agree,Strongly agree,Unsure or undecided,"'-To complete one project
- show up and try my best",Somewhat agree,Somewhat agree,Somewhat agree,"Career in technology (or in the tech industry in general),Technology- or software-related certification,Bachelor's degree,Beyond bachelor's degree (such as master's, Ph.D, or other graduate-level)",Strongly agree,Somewhat agree,Strongly agree,Unsure or undecided,Somewhat agree,Unsure or undecided,Somewhat agree,Somewhat agree,"A low-income, African woman!",I am Ghanaian born woman in college.,'- willing to learn and will work to achieve my goals.,Strongly disagree,Strongly disagree,"Hack the hood programs are an amazing opportunity to not only gain technical skills but you get the chance to learn about the intersectionality of tech and social issues. ",,108
2022-09-01 19:14:27,2022-09-01 19:28:05,IP Address,24.130.21.204,100,817,True,2022-09-01 19:28:05,R_2s0vnjRsIV5wSk9,,,,,37.9269,-122.3313,anonymous,EN,HB06,Somewhat agree,Unsure or undecided,Somewhat agree,Strongly agree,Unsure or undecided,Very often,Very often,Sometimes,Fairly confident,Slightly confident,Slightly confident,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,"It can help in many ways. It can be used for health, info, or personal help. Tech is the future.","Hard to think of at the moment, but I want to work on many things. Maybe I can try and figure out job-related data, or health, just for curiosity.",Strongly agree,Strongly agree,Strongly agree,Unsure or undecided,Strongly agree,Strongly agree,Somewhat agree,"The goal I set for myself during this program was to never give up and to keep trying whether it seemed impossible.  As I went through many tech problems, I still wanted to be there and listen and learn.",Somewhat agree,Strongly agree,Somewhat agree,"Career in technology (or in the tech industry in general),Technology- or software-related certification",Strongly agree,Somewhat agree,Somewhat agree,Unsure or undecided,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,"In terms of race, ethnicity, gender, class, socioecnomic status, and privileges I would describe myself as a hard working person, whether I'm struggling financially or doing just fine, none of it can bother me as long as i put in the effort.","When I think about my identity, I would say I am still finding myself, i will never stop growing as a human, I have much to learn about the world and myself, and I'll never stop this journey","I'm persistent, I will never give up, I will do my all to make sure I learn, and make sure I listen.",Strongly disagree,Strongly disagree,"I would recommend it because it is interesting. Not only is it interesting, but the staff members of Hack the Hood are very kind and supportive. They would tell us how we can ask any question, there would be office hours, and in all, this program was just very enjoyable, and anyone who has an interest in technology will definitely have fun.",,115
2022-09-01 19:14:25,2022-09-01 19:32:45,IP Address,98.37.72.127,100,1099,True,2022-09-01 19:32:45,R_4G6s2Jld8u5R1JL,,,,,37.8084,-122.2846,anonymous,EN,HB17,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Sometimes,Rarely,Rarely,Fairly confident,Very confident,Very confident,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,I believe technology can be used in the medical field by making more accurate and available tools for underprivileged people.,I would love to focus my time on social justice within schools in America and the discrimination people of color face in such spaces.,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,met. and continuing to expand as i transition into college!,Strongly agree,Strongly agree,Strongly agree,"Career in technology (or in the tech industry in general),Bachelor's degree",Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Unsure or undecided,Strongly agree,Strongly agree,"South Asian, Pakistani male, middle-class, first gen, low income.",Diverse due to my background and culture!,"POC, intellectual, always wanting to grow and learn!",Strongly disagree,Strongly disagree,I believe the staff and the project HtH focuses on is very important. Learning through HtH was extremely helpful and definitely the setting stone of my path in tech!,N/A,115
2022-09-02 12:38:24,2022-09-02 12:49:22,IP Address,75.7.3.143,100,657,True,2022-09-02 12:49:22,R_2rp71rHsS4ZkhCw,,,,,37.8611,-122.2564,anonymous,EN,HB08,Somewhat agree,Somewhat agree,Somewhat agree,Unsure or undecided,Somewhat disagree,Sometimes,Never,Rarely,Very confident,Not confident at all,Not confident at all,Unsure or undecided,Unsure or undecided,Unsure or undecided,Strongly agree,I think increasing access to technology in my community can have a big impact on the community. I definitely noticed growing up that the schools I went to had hardly any technology so exposure to technology for very limited. Having more access to technology can improve our education and expose the community to more opportunities.,I would love to work on a project that is involved in the education sector.,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Unsure or undecided,The goal I set for myself during this program was to learn more of the sociotechnical side of technology.,Somewhat agree,Somewhat agree,Somewhat agree,"Career in technology (or in the tech industry in general),Technology- or software-related certification,Tech bootcamp,Associate's degree,Bachelor's degree,Beyond bachelor's degree (such as master's, Ph.D, or other graduate-level)",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,"I would describe myself as a male Vietnamese American from Hayward, California from a middle to lower middle-class background. ","When I think about my identity, I would say I am a proud Bay Area native and proud Vietnamese American.","I think they should know about my own personal interests outside of the technology field, specifically an interest in non-profit work, youth mentorship, and education.",Somewhat agree,Somewhat agree,I would recommend it to high schoolers in my community so they can learn more about technology and more about the disparities that plague our communities.,,106
2022-09-01 00:00:29,2022-09-02 15:33:50,IP Address,172.58.28.170,100,142400,True,2022-09-02 15:33:50,R_YbsHO2s2oH260Rr,,,,,34.0528,-117.6648,anonymous,EN,HB09,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Always,Very often,Always,Very confident,Very confident,Very confident,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Helping doctors in low-income communities properly diagnose patients,I would like to work on improving diversity of data so important AI programs are biased,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Unsure or undecided,To reach out and network with as many classmates as possible,Somewhat agree,Somewhat agree,Somewhat agree,"Career in technology (or in the tech industry in general),Bachelor's degree",Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,"low-income, first-generation, Latino male",Both privileged in some aspects and disadvantaged in other,"I've always loved the idea of working on technology as a way to improve the lives of others and serve underrepresented communities. ",Strongly disagree,Strongly disagree,It was a phenomenal program that taught me a lot of technical and nontechnical skills. I would highly recommend to friends with marginalized identities interested in tech,,112
2022-09-02 17:42:56,2022-09-02 17:50:32,IP Address,107.116.89.1,100,455,True,2022-09-02 17:50:33,R_31n08fXkUd4xWzZ,,,,,37.6736,-122.0944,anonymous,EN,HB25,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Very often,Sometimes,Sometimes,Slightly confident,Slightly confident,Slightly confident,Unsure or undecided,Somewhat agree,Strongly agree,Strongly agree,"We can improve our hospital technology to help those around us in sickness. Especially through artificial intelligence that allows you to seek someone’s head space and the importance that comes with has to do with the very minimal things sometimes we understand of the brain. ",Artificial intelligence it is our future and there’s many ways we can improve our society. It can be scary but I think the pros take out the cons.,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,The goals I set for myself during this program was to get confident in my coding skills.,Strongly agree,Strongly agree,Strongly agree,Bachelor's degree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,I would describe myself as low come first generation.,When I think about my identity I would say I am a determined person who is always seeking new opportunities and challenges to grow.,"When I think about being a technologist, these are parts of my identity I think someone interviewing me for a job. Internship or Boot Camp should know about me as a person who is always willing to learn and open minded.",Strongly agree,Strongly agree,Hack the hood builds a strong foundation for you in tech world you have the support and connections.,,125
2022-09-02 18:42:23,2022-09-02 18:51:43,IP Address,73.162.172.33,100,560,True,2022-09-02 18:51:44,R_3gR8sECGDaARPTX,,,,,37.7906,-122.2412,anonymous,EN,HB26,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Very often,Always,Very often,Very confident,Fairly confident,Slightly confident,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Technology can be used in conjunction with healthcare to detect problems before they become too serious   ",One sociotechnical discussion I’d like to work on in the future is bias in AI.,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,To learn more about how technology could relate to sociotecnical issues.,Strongly agree,Somewhat agree,Strongly agree,"Career in technology (or in the tech industry in general),Technology- or software-related certification,Tech bootcamp,Bachelor's degree,Beyond bachelor's degree (such as master's, Ph.D, or other graduate-level)",Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Unsure or undecided,Strongly agree,Strongly agree,"A vietnamese, female american",A potential engineer,"I am a Vietnamese American ",Strongly agree,Strongly agree,"It not only teaches about technology, but related technology to current issues we often face in the world that aren’t talked about enough",,131
2022-09-02 17:32:24,2022-09-02 18:58:05,IP Address,76.132.185.137,100,5140,True,2022-09-02 18:58:05,R_1qa1sJ2NOti8Ecc,,,,,37.7308,-122.3838,anonymous,EN,HB16,Somewhat agree,Unsure or undecided,Strongly agree,Somewhat agree,Unsure or undecided,Sometimes,Always,Sometimes,Fairly confident,Slightly confident,Not confident at all,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,"Technology can help my community by keeping us aware of what's happening in our area, suggesting activities and creating events people to come out and support one another. I think this would help reduce the pressure and tension that we may feel towards one another and outsiders.",A sociotechnical discussion that I would like to work on in the future is tech in medicine--making sure that individuals with melanin have the same medical services as individuals with less or no melanin. I did not know this was a big issue prior to this program. I find this problematic and in dire need of modification and improvement.,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,To learn more about the python language past the basics. To expose myself to data science using python.,Strongly agree,Somewhat agree,Somewhat agree,"Career in technology (or in the tech industry in general),Tech bootcamp,Bachelor's degree",Somewhat agree,Unsure or undecided,Unsure or undecided,Somewhat disagree,Unsure or undecided,Somewhat agree,Unsure or undecided,Strongly agree,a Nigerian-American low-income female who aspires to work in tech.,a Nigerian-American female.,"If this is referring to traits, I'd say inquisitive, punctual, responsible, collaborative, attentive and reflective.",Strongly agree,Strongly agree,"The instructors care about your journey and your progress. They care about how you feel, they consider your struggles and difficulties. They make time to work with their students outside of office hours and lessons.","I feel like my experience with HtH could have been mroe solid had I not had other obligations like work and school. In the future, when I have more time, I would love to reapply to HtH and go strong frim beginning to end.",118
2022-09-02 19:51:21,2022-09-02 19:55:53,IP Address,73.71.194.73,100,271,True,2022-09-02 19:55:53,R_2WTIZikN0J29Qju,,,,,37.8371,-122.2773,anonymous,EN,HB14,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Sometimes,Sometimes,Sometimes,Fairly confident,Fairly confident,Fairly confident,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Data  processing,Mental health stats,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Learn code,Somewhat agree,Somewhat agree,Somewhat agree,"Career in technology (or in the tech industry in general),Technology- or software-related certification,Bachelor's degree,Beyond bachelor's degree (such as master's, Ph.D, or other graduate-level)",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,A black woman,A black woman,Hardworking and determined,Strongly agree,Strongly agree,Very helpful program,N/A,127
2022-09-03 02:42:34,2022-09-03 02:47:16,IP Address,24.4.56.194,100,281,True,2022-09-03 02:47:16,R_11cMmy0bpyTs0fP,,,,,37.7383,-122.4556,anonymous,EN,HB28,Somewhat disagree,Unsure or undecided,Somewhat agree,Unsure or undecided,Somewhat agree,Very often,Sometimes,Very often,Fairly confident,Fairly confident,Fairly confident,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Could allow for easier access of data,"Early diagnosis machinery ",Somewhat disagree,Unsure or undecided,Unsure or undecided,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,"learn more ",Unsure or undecided,Unsure or undecided,Unsure or undecided,"Career in technology (or in the tech industry in general),Technology- or software-related certification,Bachelor's degree,Beyond bachelor's degree (such as master's, Ph.D, or other graduate-level)",Somewhat agree,Unsure or undecided,Unsure or undecided,Unsure or undecided,Somewhat agree,Unsure or undecided,Unsure or undecided,Unsure or undecided,asian american female,asian american female,"curious individual 
",Unsure or uncertain,Unsure or uncertain,"unsure, didn't have enough time",,89
2022-09-02 15:01:22,2022-09-06 18:44:23,IP Address,76.32.119.144,100,358980,True,2022-09-06 18:44:23,R_3g0Khepfuhf0P5j,,,,,34.0068,-118.256,anonymous,EN,HB13,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Sometimes,Very often,Very often,Slightly confident,Slightly confident,Slightly confident,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,I think technology can help my community by providing an outlet and a way to solve problems within the community. It can be used for many applications as well.,A discussion that I’d like to work on in the future is to find out whether or no people get treated different based on race and work on creating a more inclusive space.,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,To learn python,Strongly agree,Strongly agree,Strongly agree,Career in technology (or in the tech industry in general),Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,I would describe myself as very fortunate to be able to take on opportunities that my parents weren’t as lucky to take.,I am a first generation student,"I am strongly driven and am a student pursuing business administration with an emphasis on finance. ",Strongly agree,Strongly agree,Hack the Hood will help many people understand coding and understanding what type of technical jobs are out there. There are many ways to be in tech without coding.,N/A,131
2022-09-06 19:57:50,2022-09-06 20:14:47,IP Address,99.2.221.174,100,1016,True,2022-09-06 20:14:47,R_2QYb8zGj8gbvTWE,,,,,34.0003,-118.2978,anonymous,EN,HB18,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Always,Sometimes,Always,Fairly confident,Very confident,Slightly confident,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,"i believe that through data gathering and through security talks. Since in our modern age everyone has a smart phone and many in my community are not that tech savvy I feel that it could accommodate both older numbers type of old people and very new to tech people. And through those you could help not let older people to be taken advantage of through tech illiteracy ","I would like to talk more about creative writing and tech. The reason for that is because ever since I read about both creative writing and tech mix it left me wondering more and more about how to combine both. I know it was a quick topic and very difficult to think about but to me it made me want to know more about and talk more about it. And now with ai generated artist, voices, and many other things can a robot make a better story than us? ",Strongly agree,Strongly agree,Strongly agree,Unsure or undecided,Strongly agree,Strongly agree,Strongly agree,The goal I set for myself during this program was to freshen up on my python skills.,Strongly agree,Somewhat agree,Strongly agree,"Career in technology (or in the tech industry in general),Technology- or software-related certification,Bachelor's degree",Unsure or undecided,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"In terms of race, ethnicity, gender, class, socioecnomic status, and privileges I would describe myself as a Hispanic college student in a low income home with the ability to be seen equal in this program","When I think about my identity, I would say I am very quite ","When I think about being a technologist, these are parts of my identity I think someone interviewing me for a job, internship, or bootcamp should know about me as a person that I’m a bit of a Jack of all Traits.",Strongly disagree,Strongly disagree,I believe that it’s a very good program for someone who wants to freshen up and learn a couple (non-code) things about tech.,,120
2022-08-31 16:08:18,2022-08-31 16:08:33,IP Address,24.130.21.204,9,14,False,2022-09-07 16:08:33,R_2dRXVvDGH8jslR1,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-31 19:11:47,2022-08-31 19:11:51,IP Address,73.92.210.31,9,4,False,2022-09-07 19:11:56,R_22Vb6w2JPSwcYoW,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-01 16:44:49,2022-09-01 16:48:14,IP Address,98.51.7.242,26,205,False,2022-09-08 16:48:21,R_2AQCjJp7g1aQjej,,,,,,,anonymous,EN,TF73,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Unsure or undecided,Always,Very often,Always,Fairly confident,Very confident,Fairly confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
